original_file_path,crop_face_file_path,labels,natural,sleepy_eye,yawn,rub_eye,look_away
images/20250307_222829_001.jpg,cropped_faces/20250307_222829_001.jpg,natural,1,0,0,0,0
images/20250307_222829_002.jpg,cropped_faces/20250307_222829_002.jpg,natural,1,0,0,0,0
images/20250307_222829_003.jpg,cropped_faces/20250307_222829_003.jpg,natural,1,0,0,0,0
images/20250307_222829_004.jpg,cropped_faces/20250307_222829_004.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_005.jpg,cropped_faces/20250307_222829_005.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_006.jpg,cropped_faces/20250307_222829_006.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_007.jpg,cropped_faces/20250307_222829_007.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_008.jpg,cropped_faces/20250307_222829_008.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_009.jpg,cropped_faces/20250307_222829_009.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_010.jpg,cropped_faces/20250307_222829_010.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_011.jpg,cropped_faces/20250307_222829_011.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_012.jpg,cropped_faces/20250307_222829_012.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_013.jpg,cropped_faces/20250307_222829_013.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_014.jpg,cropped_faces/20250307_222829_014.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_015.jpg,cropped_faces/20250307_222829_015.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_016.jpg,cropped_faces/20250307_222829_016.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_017.jpg,cropped_faces/20250307_222829_017.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_018.jpg,cropped_faces/20250307_222829_018.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_019.jpg,cropped_faces/20250307_222829_019.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_020.jpg,cropped_faces/20250307_222829_020.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_024.jpg,cropped_faces/20250307_222829_024.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_025.jpg,cropped_faces/20250307_222829_025.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_026.jpg,cropped_faces/20250307_222829_026.jpg,natural,0,1,0,0,0
images/20250307_222829_027.jpg,cropped_faces/20250307_222829_027.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_028.jpg,cropped_faces/20250307_222829_028.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_029.jpg,cropped_faces/20250307_222829_029.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_030.jpg,cropped_faces/20250307_222829_030.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_031.jpg,cropped_faces/20250307_222829_031.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_032.jpg,cropped_faces/20250307_222829_032.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_033.jpg,cropped_faces/20250307_222829_033.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_034.jpg,cropped_faces/20250307_222829_034.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_035.jpg,cropped_faces/20250307_222829_035.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_036.jpg,cropped_faces/20250307_222829_036.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_037.jpg,cropped_faces/20250307_222829_037.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_038.jpg,cropped_faces/20250307_222829_038.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_039.jpg,cropped_faces/20250307_222829_039.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_040.jpg,cropped_faces/20250307_222829_040.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_041.jpg,cropped_faces/20250307_222829_041.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_042.jpg,cropped_faces/20250307_222829_042.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_043.jpg,cropped_faces/20250307_222829_043.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_044.jpg,cropped_faces/20250307_222829_044.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_045.jpg,cropped_faces/20250307_222829_045.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_046.jpg,cropped_faces/20250307_222829_046.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_047.jpg,cropped_faces/20250307_222829_047.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_048.jpg,cropped_faces/20250307_222829_048.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_049.jpg,cropped_faces/20250307_222829_049.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_050.jpg,cropped_faces/20250307_222829_050.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_051.jpg,cropped_faces/20250307_222829_051.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_052.jpg,cropped_faces/20250307_222829_052.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_053.jpg,cropped_faces/20250307_222829_053.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_054.jpg,cropped_faces/20250307_222829_054.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_055.jpg,cropped_faces/20250307_222829_055.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_056.jpg,cropped_faces/20250307_222829_056.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_057.jpg,cropped_faces/20250307_222829_057.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_058.jpg,cropped_faces/20250307_222829_058.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_059.jpg,cropped_faces/20250307_222829_059.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_060.jpg,cropped_faces/20250307_222829_060.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_061.jpg,cropped_faces/20250307_222829_061.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_062.jpg,cropped_faces/20250307_222829_062.jpg,sleepy_eye,0,1,0,0,0
images/20250307_222829_069.jpg,cropped_faces/20250307_222829_069.jpg,yawn,0,0,1,0,0
images/20250307_222829_070.jpg,cropped_faces/20250307_222829_070.jpg,yawn,0,0,1,0,0
images/20250307_222829_071.jpg,cropped_faces/20250307_222829_071.jpg,yawn,0,0,1,0,0
images/20250307_222829_072.jpg,cropped_faces/20250307_222829_072.jpg,yawn,0,0,1,0,0
images/20250307_222829_073.jpg,cropped_faces/20250307_222829_073.jpg,yawn,0,0,1,0,0
images/20250307_222829_074.jpg,cropped_faces/20250307_222829_074.jpg,yawn,0,0,1,0,0
images/20250307_222829_075.jpg,cropped_faces/20250307_222829_075.jpg,yawn,0,0,1,0,0
images/20250307_222829_076.jpg,cropped_faces/20250307_222829_076.jpg,yawn,0,0,1,0,0
images/20250307_222829_077.jpg,cropped_faces/20250307_222829_077.jpg,yawn,0,0,1,0,0
images/20250307_222829_078.jpg,cropped_faces/20250307_222829_078.jpg,yawn,0,0,1,0,0
images/20250307_222829_079.jpg,cropped_faces/20250307_222829_079.jpg,yawn,0,0,1,0,0
images/20250307_222829_080.jpg,cropped_faces/20250307_222829_080.jpg,yawn,0,0,1,0,0
images/20250307_222829_081.jpg,cropped_faces/20250307_222829_081.jpg,yawn,0,0,1,0,0
images/20250307_222829_082.jpg,cropped_faces/20250307_222829_082.jpg,yawn,0,0,1,0,0
images/20250307_222829_083.jpg,cropped_faces/20250307_222829_083.jpg,yawn,0,0,1,0,0
images/20250307_222829_084.jpg,cropped_faces/20250307_222829_084.jpg,yawn,0,0,1,0,0
images/20250307_222829_085.jpg,cropped_faces/20250307_222829_085.jpg,yawn,0,0,1,0,0
images/20250307_222829_086.jpg,cropped_faces/20250307_222829_086.jpg,yawn,0,0,1,0,0
